Text 1	Text 2	Text 3	Sound 3	Picture 3	Text 4	Sound 4	Category 1	Text 6	Text 5	Extra Info
日|rì|0	<size 1.7><center>日</center></size>	<font size=5>rì|jour, soleil, (clé 72)</font>|<font size=4><i>« 19 &#111;&#99;&#116;&#111;&#98;&#114;&#101; 2015 »</i></font>	54b879399b3348ff06c1ed4f87a93b5e.m4a		|<font size=9>&#20108;&#38646;&#19968;&#20116;&#24180;&#21313;&#26376;&#21313;&#20061;<color yellow>&#26085;</color></font>	f3965389c1f5148ab6834da37278db0f.m4a	1		日	<font size=12>日</font> (rì)|Mots associés :|星期日 [xīngqīrì] dimanche|生日　 [shēngrì] date de naissanc…
明天|míngtiān|0	<size 1.7><center>明天</center></size>	<font size=5>míngtiān|demain</font>|<font size=4><i>« &#69;&#115;&#116;-&#99;&#101; &#113;&#117;&#101; &#116;&#117; &#97;&#117;&#114;&#97;&#115; &#100;&#117; &#116;&#101;&#109;&#112;&#115; &#108;&#105;&#98;&#114;&#101; &#100;&#101;&#109;&#97;&#105;&#110; ? »</i></font>	b274ff4796b1db3676ba9c98d03ecd1f.m4a		|<font size=9><color yellow>&#26126;&#22825;</color>&#20320;&#26377;&#31354;&#21527;？</font>	d6faa27c9a2e597d9d84a3580070005b.m4a	1		明天	<font size=12>明天</font> (míngtiān)||Mots associés :|明年 [míngnián] l'année prochain…|天　 [tiān] jour, ciel|今天 [jīntiān] aujourd'hui|天空 [tiānkōng] le ciel
明年|míngnián|0	<size 1.7><center>明年</center></size>	<font size=5>míngnián|l'année prochaine</font>|<font size=4><i>« &#76;'&#97;&#110; &#112;&#114;&#111;&#99;&#104;&#97;&#105;&#110;, [&#110;&#111;&#117;&#115;] &#115;&#111;&#109;&#109;&#101;&#115; &#101;&#110; 2016. »</i></font>	d013e915b1446445f5d23dca84488ff2.m4a		|<font size=9><color yellow>&#26126;&#24180;</color>&#26159;&#20108;&#38646;&#19968;&#20845;&#24180;。</font>	7d9a640ebdfac7fa1724734e5c30d6e3.m4a	1		明年	<font size=12>明年</font> (míngnián)||Mots associés :|明天 [míngtiān] demain|年　 [nián] année|今年 [jīnnián] cette année
星|xīng|0	<size 1.7><center>星</center></size>	<center><font size=6>xīng|étoile</font></center>	77ce2a3fdcaea91f8fcdbc34926c6194.m4a				0		星	<font size=12>星</font> (xīng)|Mots associés :|星期三 [xīngqīsān] mercredi|星期一 [xīngqīyī] lundi|星期　 [xīngqī] semaine|星期四 [xīngqīsì] jeudi|星期六 [xīngqīliù] samedi|星期二 [xīngqīèr] mardi|星期五 [xīngqīwǔ] vendredi|星期日 [xīngqīrì] dimanche
星期|xīngqī|0	<size 1.7><center>星期</center></size>	<font size=5>xīngqī|semaine</font>|<font size=4><i>« &#81;&#117;&#101;&#108; &#106;&#111;&#117;&#114; &#100;&#101; &#108;&#97; &#115;&#101;&#109;&#97;&#105;&#110;&#101; &#115;&#111;&#109;&#109;&#101;&#115;-&#110;&#111;&#117;&#115; ? »</i></font>	f42d52021211c59b79deed39b59ee696.m4a		|<font size=9>&#20170;&#22825;<color yellow>&#26143;&#26399;</color>&#20960;？</font>	8edc304656e055e83156737ee00d5b82.m4a	1		星期	<font size=12>星期</font> (xīngqī)||Mots associés :|星期三 [xīngqīsān] mercredi|星期一 [xīngqīyī] lundi|星期四 [xīngqīsì] jeudi|星期六 [xīngqīliù] samedi|星　　 [xīng] étoile|星期二 [xīngqīèr] mardi|星期五 [xīngqīwǔ] vendredi|星期日 [xīngqīrì] dimanche|期　　 [qī] période, échéance
星期一|xīngqīyī|0	<size 1.7><center>星期一</center></size>	<font size=5>xīngqīyī|lundi</font>|<font size=4><i>« &#78;&#111;&#117;&#115; &#115;&#111;&#109;&#109;&#101;&#115; &#108;&#101; 23 &#110;&#111;&#118;&#101;&#109;&#98;&#114;&#101; 2015 &#97;&#117;&#106;&#111;&#117;&#114;&#100;'&#104;&#117;&#105;, &#108;&#117;&#110;&#100;&#105;. »</i></font>	ff378e5d0e65de44173ad37b42974603.m4a		|<font size=9>&#20170;&#22825;&#26159;&#20108;&#38646;&#19968;&#20116;&#24180;&#21313;&#19968;&#26376;&#20108;&#21313;&#19977;&#21495;，<color yellow>&#26143;&#26399;&#19968;</color>。</font>	b685c0f28c4744a6dc4b54d2f3e1d6e7.m4a	1		星期一	<font size=12>星期一</font> (xīngqīyī)||Mots associés :|星期三 [xīngqīsān] mercredi|星期　 [xīngqī] semaine|星期四 [xīngqīsì] jeudi|星期六 [xīngqīliù] samedi|星　　 [xīng] étoile|星期二 [xīngqīèr] mardi|星期五 [xīngqīwǔ] vendredi|星期日 [xīngqīrì] dimanche|期　　 [qī] période, échéance|一　　 [yī] un, (clé 1)|一百　 [yìbǎi] cent
星期三|xīngqīsān|0	<size 1.7><center>星期三</center></size>	<center><font size=6>xīngqīsān|mercredi</font></center>	d71e783b856ee7c1f4cd9f8a162ec689.m4a				0		星期三	<font size=12>星期三</font> (xīngqīsān)||Mots associés :|星期一 [xīngqīyī] lundi|星期　 [xīngqī] semaine|星期四 [xīngqīsì] jeudi|星期六 [xīngqīliù] samedi|星　　 [xīng] étoile|星期二 [xīngqīèr] mardi|星期五 [xīngqīwǔ] vendredi|星期日 [xīngqīrì] dimanche|期　　 [qī] période, échéance|三　　 [sān] 
星期二|xīngqīèr|0	<size 1.7><center>星期二</center></size>	<center><font size=6>xīngqīèr|mardi</font></center>	72db6b77fc6134879f7e746ac8c959ab.m4a				0		星期二	<font size=12>星期二</font> (xīngqīèr)||Mots associés :|星期三 [xīngqīsān] mercredi|星期一 [xīngqīyī] lundi|星期　 [xīngqī] semaine|星期四 [xīngqīsì] jeudi|星期六 [xīngqīliù] samedi|星　　 [xīng] étoile|星期五 [xīngqīwǔ] vendredi|星期日 [xīngqīrì] dimanche|期　　 [qī] période, échéance|二　　 [èr] deux (ordinal) (clé 7…
星期五|xīngqīwǔ|0	<size 1.7><center>星期五</center></size>	<center><font size=6>xīngqīwǔ|vendredi</font></center>	4f4f41c6be3277748a959f32a7ae5b87.m4a				0		星期五	<font size=12>星期五</font> (xīngqīwǔ)||Mots associés :|星期三 [xīngqīsān] mercredi|星期一 [xīngqīyī] lundi|星期　 [xīngqī] semaine|星期四 [xīngqīsì] jeudi|星期六 [xīngqīliù] samedi|星　　 [xīng] étoile|星期二 [xīngqīèr] mardi|星期日 [xīngqīrì] dimanche|期　　 [qī] période, échéance|五　　 [wǔ] 
星期六|xīngqīliù|0	<size 1.7><center>星期六</center></size>	<center><font size=6>xīngqīliù|samedi</font></center>	f0d9eb77731763be6f9634cbb36fcfca.m4a				0		星期六	<font size=12>星期六</font> (xīngqīliù)||Mots associés :|星期三 [xīngqīsān] mercredi|星期一 [xīngqīyī] lundi|星期　 [xīngqī] semaine|星期四 [xīngqīsì] jeudi|星　　 [xīng] étoile|星期二 [xīngqīèr] mardi|星期五 [xīngqīwǔ] vendredi|星期日 [xīngqīrì] dimanche|期　　 [qī] période, échéance|六　　 [liù] 
星期四|xīngqīsì|0	<size 1.7><center>星期四</center></size>	<center><font size=6>xīngqīsì|jeudi</font></center>	56bbe13d1da40b82f41b2d01bc7751e7.m4a				0		星期四	<font size=12>星期四</font> (xīngqīsì)||Mots associés :|星期三 [xīngqīsān] mercredi|星期一 [xīngqīyī] lundi|星期　 [xīngqī] semaine|星期六 [xīngqīliù] samedi|星　　 [xīng] étoile|星期二 [xīngqīèr] mardi|星期五 [xīngqīwǔ] vendredi|星期日 [xīngqīrì] dimanche|期　　 [qī] période, échéance|四　　 [sì] 
星期日|xīngqīrì|0	<size 1.7><center>星期日</center></size>	<center><font size=6>xīngqīrì|dimanche</font></center>	cfcb1db2c5ffe6a0abf138acb22d995f.m4a				0		星期日	<font size=12>星期日</font> (xīngqīrì)||Mots associés :|星期三 [xīngqīsān] mercredi|星期一 [xīngqīyī] lundi|星期　 [xīngqī] semaine|星期四 [xīngqīsì] jeudi|星期六 [xīngqīliù] samedi|星　　 [xīng] étoile|星期二 [xīngqīèr] mardi|星期五 [xīngqīwǔ] vendredi|期　　 [qī] période, échéance|生日　 [shēngrì] date de naissanc…|日　　 [rì] jour…
是|shì|0	<size 1.7><center>是</center></size>	<font size=5>shì|être (mais pas pour l'épithète, proche du signe « = »)</font>|<font size=4><i>« &#66;&#111;&#110;&#106;&#111;&#117;&#114; &#116;&#111;&#117;&#116; &#108;&#101; &#109;&#111;&#110;&#100;&#101;, &#106;&#101; &#115;&#117;&#105;&#115; &#76;&#105;&#250; &#74;&#236;&#110;&#103;&#106;&#105;&#257;&#111;. »</i></font>	e288708e499822673cf31e563c202b9a.m4a		|<font size=9>&#22823;&#23478;&#22909;，&#25105;<color yellow>&#26159;</color>&#21016;&#23143;&#23047;。</font>	9a856383135463414d42e3156b21c356.m4a	1		是	<font size=12>是</font> (shì)|
月|yuè|0	<size 1.7><center>月</center></size>	<font size=5>yuè|mois, lune</font>|<font size=4><i>« 19 &#111;&#99;&#116;&#111;&#98;&#114;&#101; 2015 »</i></font>	b85ecf97ffae7a75e1e7a954ac6bb0cd.m4a		|<font size=9>&#20108;&#38646;&#19968;&#20116;&#24180;&#21313;<color yellow>&#26376;</color>&#21313;&#20061;&#26085;</font>	f3965389c1f5148ab6834da37278db0f.m4a	1		月	<font size=12>月</font> (yuè)|Mots associés :|月亮　 [yuèliàng] la lune|十月　 [shíyuè] octobre|十个月 [shígèyuè] dix mois
月亮|yuèliàng|0	<size 1.7><center>月亮</center></size>	<font size=5>yuèliàng|la lune</font>|<font size=4><i>« &#73;&#108; &#121; &#97; &#117;&#110; &#115;&#111;&#108;&#101;&#105;&#108; &#101;&#116; &#117;&#110;&#101; &#108;&#117;&#110;&#101; &#97;&#117; &#109;&#105;&#108;&#105;&#101;&#117; &#100;&#117; &#99;&#105;&#101;&#108;. »</i></font>	988e407604bb4b1c0398b586637d5082.m4a		|<font size=9>&#22825;&#31354;&#20013;&#26377;&#19968;&#20010;&#22826;&#38451;&#21644;&#19968;&#20010;<color yellow>&#26376;&#20142;</color>。</font>	79b02c67afe7ec4d8f24464329274952.m4a	1		月亮	<font size=12>月亮</font> (yuèliàng)||Mots associés :|月　　 [yuè] mois, lune|十月　 [shíyuè] octobre|十个月 [shígèyuè] dix mois
有|yǒu|0	<size 1.7><center>有</center></size>	<font size=5>yǒu|avoir</font>|<font size=4><i>« &#77;&#97; &#109;&#97;&#109;&#97;&#110; &#97; &#100;&#101;&#117;&#120; &#103;&#114;&#97;&#110;&#100;&#101;&#115; &#115;&#339;&#117;&#114;&#115; &#101;&#116; &#113;&#117;&#97;&#116;&#114;&#101; &#112;&#101;&#116;&#105;&#116;&#115; &#102;&#114;&#232;&#114;&#101;&#115;. »</i></font>	30eccae6db43409f72a2156bbc412a91.m4a		|<font size=9>&#25105;&#30340;&#22920;&#22920;<color yellow>&#26377;</color>&#20004;&#20010;&#22992;&#22992;&#21644;&#22235;&#20010;&#24351;&#24351;。</font>	68fdd1c09763c027ae8ca473553262b8.m4a	1		有	<font size=12>有</font> (yǒu)|Mots associés :|有空 [yǒukòng] avoir du temps li…|没有 [méiyǒu] ne pas avoir
有空|yǒukòng|0	<size 1.7><center>有空</center></size>	<font size=5>yǒukòng|avoir du temps libre</font>|<font size=4><i>« &#69;&#115;&#116;-&#99;&#101; &#113;&#117;&#101; &#116;&#117; &#97;&#117;&#114;&#97;&#115; &#100;&#117; &#116;&#101;&#109;&#112;&#115; &#108;&#105;&#98;&#114;&#101; &#100;&#101;&#109;&#97;&#105;&#110; ? »</i></font>	f3cb0363392562404d0a2d350e6a756d.m4a		|<font size=9>&#26126;&#22825;&#20320;<color yellow>&#26377;&#31354;</color>&#21527;？</font>	d6faa27c9a2e597d9d84a3580070005b.m4a	1		有空	<font size=12>有空</font> (yǒukòng)||Mots associés :|没有 [méiyǒu] ne pas avoir|有　 [yǒu] avoir|空　 [kōng] vide|天空 [tiānkōng] le ciel
朋友|péngyǒu|0	<size 1.7><center>朋友</center></size>	<font size=5>péngyǒu|ami</font>|<font size=4><i>« &#78;&#111;&#117;&#115; &#115;&#111;&#109;&#109;&#101;&#115; &#118;&#111;&#115; &#97;&#109;&#105;&#115; (&#97;&#100;&#114;&#101;&#115;&#115;&#233; &#224; &#112;&#108;&#117;&#115;&#105;&#101;&#117;&#114;&#115; &#112;&#101;&#114;&#115;&#111;&#110;&#110;&#101;&#115;). »</i></font>	da0882cf324995a638ba27f72fa53edc.m4a		|<font size=9>&#25105;&#20204;&#26159;&#20320;&#20204;&#30340;<color yellow>&#26379;&#21451;</color>。</font>	d5bddeef88cab3f667fa8ef9f59aba93.m4a	1		朋友	<font size=12>朋友</font> (péngyǒu)||
期|qī|0	<size 1.7><center>期</center></size>	<center><font size=6>qī|période, échéance</font></center>	b39037925ecff0181d5360e1583f745b.m4a				0		期	<font size=12>期</font> (qī)|Mots associés :|星期　 [xīngqī] semaine|星期五 [xīngqīwǔ] vendredi|星期日 [xīngqīrì] dimanche|星期二 [xīngqīèr] mardi|星期一 [xīngqīyī] lundi|星期三 [xīngqīsān] mercredi|星期六 [xīngqīliù] samedi|星期四 [xīngqīsì] jeudi
没|méi|0	<size 1.7><center>没</center></size>	<font size=5>méi|ne pas (avoir)</font>|<font size=4><i>« &#68;&#233;&#115;&#111;&#108;&#233;, &#109;&#111;&#110; &#116;&#233;&#108;&#233;&#112;&#104;&#111;&#110;&#101; &#110;'&#97; &#112;&#108;&#117;&#115; &#100;&#101; &#98;&#97;&#116;&#116;&#101;&#114;&#105;&#101;. »</i></font>	f92b53578d2666e90a0bdab6e6baab9e.m4a		|<font size=9>&#23545;&#19981;&#36215;，&#25105;&#30340;&#30005;&#35805;<color yellow>&#27809;</color>&#30005;&#20102;。</font>	433f260b8904ba24d846843b300bd838.m4a	1		没	<font size=12>没</font> (méi)|Mots associés :|没有 [méiyǒu] ne pas avoir
没有|méiyǒu|0	<size 1.7><center>没有</center></size>	<font size=5>méiyǒu|ne pas avoir</font>|<font size=4><i>« &#83;&#97; (&#112;&#101;&#116;&#105;&#116;&#101;) &#115;&#339;&#117;&#114; &#106;&#117;&#109;&#101;&#108;&#108;&#101; &#110;'&#97; &#112;&#97;&#115; &#100;&#101; &#116;&#114;&#97;&#118;&#97;&#105;&#108;, &#101;&#108;&#108;&#101; &#101;&#115;&#116; &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;&#101;. »</i></font>	bfebc8150081ef527a1189acc06ee471.m4a		|<font size=9>&#20182;&#30340;&#21452;&#32990;&#32974;&#22969;&#22969;<color yellow>&#27809;&#26377;</color>&#24037;&#20316;，&#22905;&#26159;&#22823;&#23398;&#29983;。</font>	39794e975b850ea5bafefe7f5d8bb634.m4a	1		没有	<font size=12>没有</font> (méiyǒu)||Mots associés :|没　 [méi] ne pas (avoir)|有空 [yǒukòng] avoir du temps li…|有　 [yǒu] avoir
法国|fǎguó|0	<size 1.7><center>法国</center></size>	<font size=5>fǎguó|France</font>|<font size=4><i>« &#74;&#101; &#115;&#117;&#105;&#115; &#117;&#110;(&#101;) &#233;&#116;&#117;&#100;&#105;&#97;&#110;&#116;(&#101;) &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115;(&#101;) (&#108;&#105;&#116;&#116;. &#100;&#101; &#70;&#114;&#97;&#110;&#99;&#101;). »</i></font>	9bd774b7f0829556cbbc009558780b8e.m4a		|<font size=9>&#25105;&#26159;&#19968;&#20010;<color yellow>&#27861;&#22269;</color>&#23398;&#29983;。</font>	9fa462aceaf48a9c726553f64d673da4.m4a	1		法国	<font size=12>法国</font> (fǎguó)||Mots associés :|法文　　 [fǎwén] la langue françai…|法德学院 [fǎdéxuéyuàn] institut fr…|法国人　 [fǎguórén] français|中国　　 [zhōngguó] la Chine|中国人　 [zhōngguórén] un Chinois|德国　　 [déguó] Allemagne|德国人　 [déguórén] un Allemand|国　　　 [guó] pays|国家　　 [guójiā] pays…
法国人|fǎguórén|0	<size 1.7><center>法国人</center></size>	<center><font size=6>fǎguórén|français</font></center>	8034484b7d0e7076f88497d04b83f1c6.m4a				0		法国人	<font size=12>法国人</font> (fǎguórén)||Mots associés :|法文　　 [fǎwén] la langue françai…|法德学院 [fǎdéxuéyuàn] institut fr…|法国　　 [fǎguó] France|中国　　 [zhōngguó] la Chine|中国人　 [zhōngguórén] un Chinois|德国　　 [déguó] Allemagne|德国人　 [déguórén] un Allemand|国　　　 [guó] pays|国家　　 [guójiā] pays…|家人　　 [jiārén] membres de la fa…|人　　　 [rén] une personne
法德学院|fǎdéxuéyuàn|0	<size 1.7><center>法德学院</center></size>	<font size=5>fǎdéxuéyuàn|institut franco-allemand</font>|<font size=4><i>« &#67;&#101;&#116;&#116;&#101; &#97;&#110;&#110;&#233;&#101;, &#110;&#111;&#117;&#115; &#233;&#116;&#117;&#100;&#105;&#111;&#110;&#115; &#108;&#101; &#99;&#104;&#105;&#110;&#111;&#105;&#115; &#224; &#108;'&#73;&#83;&#70;&#65;&#84;&#69;&#83;. »</i></font>	3512160429e55574d75a9e4a9fcd8d47.m4a		|<font size=9>&#20170;&#24180;&#25105;&#20204;&#22312;<color yellow>&#27861;&#24503;&#23398;&#38498;</color>&#23398;&#20013;&#25991;。</font>	bf3e3e36439e2de5b970865e91a8a8db.m4a	1		法德学院	<font size=12>法德学院</font> (fǎdéxuéyuàn)||Mots associés :|法文　 [fǎwén] la langue français…|法国　 [fǎguó] France|法国人 [fǎguórén] français|德国人 [déguórén] un Allemand|德文　 [déwén] la langue allemand…|德国　 [déguó] Allemagne|学院　 [xuéyuàn] institut (d'étud…|大学生 [dàxuéshēng] étudiant(e)|学　　 [xué] apprendre…|大学　 [dàxué] université|学生　 [xuéshéng] étudiant, élève|同学　 [tóngxué] camarade de clas…|院　　 [yuàn] cour…
法文|fǎwén|0	<size 1.7><center>法文</center></size>	<center><font size=6>fǎwén|la langue française</font></center>	8735bc6f552092441e334ecf4fef2508.m4a				0		法文	<font size=12>法文</font> (fǎwén)||Mots associés :|法德学院 [fǎdéxuéyuàn] institut fr…|法国　　 [fǎguó] France|法国人　 [fǎguórén] français|文　　　 [wén] culture,langue|中文　　 [zhōngwén] la langue chin…|德文　　 [déwén] la langue alleman…
滚|gǔn|0	<size 1.7><center>滚</center></size>	<font size=5>gǔn|rouler [intransitif]</font>|<font size=4><i>« &#67;&#97;&#115;&#115;&#101;-&#116;&#111;&#105;! »</i></font>	8197512e9e8aaecf7c2433aae030279e.m4a		|<font size=9><color yellow>&#28378;</color>！</font>	51e4e2661bdd2da692e0a4e2d0f00c43.m4a	1		滚	<font size=12>滚</font> (gǔn)||
爸爸|bàba|0	<size 1.7><center>爸爸</center></size>	<font size=5>bàba|papa</font>|<font size=4><i>« &#83;&#101;&#115; &#112;&#97;&#114;&#101;&#110;&#116;&#115; &#115;&#111;&#110;&#116; &#112;&#114;&#111;&#102;&#101;&#115;&#115;&#101;&#117;&#114;&#115; &#100;'&#117;&#110;&#105;&#118;&#101;&#114;&#115;&#105;&#116;&#233;. (&#108;&#105;&#116;&#116;.: &#76;&#101; &#116;&#114;&#97;&#118;&#97;&#105;&#108; &#100;&#101; &#115;&#101;&#115; &#112;&#97;&#114;&#101;&#110;&#116;&#115; &#101;&#115;&#116;...) »</i></font>	0aacfa8e0c411bd48d26428aed422e9a.m4a		|<font size=9>&#22905;<color yellow>&#29240;&#29240;</color>&#22920;&#22920;&#30340;&#24037;&#20316;&#26159;&#22823;&#23398;&#32769;&#24072;。</font>	118727d515046a32bb75f0b5e1d3a8cd.m4a	1		爸爸	<font size=12>爸爸</font> (bàba)|Confusions possibles :|88 [bāba] bye-bye (chat) [tran…|八　 [bā] (clé 12)||
牛|niú|0	<size 1.7><center>牛</center></size>	<center><font size=6>niú|bœuf (clé 93)</font></center>	28d482cad428ebd1e3358cc8bca5fe78.m4a				0		牛	<font size=12>牛</font> (niú)|Mots associés :|牛逼 [niúbī] awesome (anglais)…
牛逼|niúbī|0	<size 1.7><center>牛逼</center></size>	<center><font size=6>niúbī|awesome (anglais), énorme, génial</font></center>	da645098fc15b788008d72dc3a64a102.m4a				0		牛逼	<font size=12>牛逼</font> (niúbī)|Confusions possibles :|NB [niúbī] [abr. internet]…||Mots associés :|牛　 [niú] bœuf (clé 93)|傻逼 [shǎbī] idiot, con
生日|shēngrì|0	<size 1.7><center>生日</center></size>	<font size=5>shēngrì|date de naissance</font>|<font size=4><i>« &#77;&#111;&#110; &#97;&#110;&#110;&#105;&#118;&#101;&#114;&#115;&#97;&#105;&#114;&#101; &#101;&#115;&#116; &#108;&#101; 9 &#111;&#99;&#116;&#111;&#98;&#114;&#101;. »</i></font>	c591d01e73e201538ea3c3cdc3dcf7b2.m4a		|<font size=9>&#25105;&#30340;<color yellow>&#29983;&#26085;</color>&#26159;&#21313;&#26376;&#20061;&#26085;。</font>	61fcce9217ed9c0237608eb3d81458f5.m4a	1		生日	<font size=12>生日</font> (shēngrì)||Mots associés :|大学生 [dàxuéshēng] étudiant(e)|出生　 [chūshēng] naître|学生　 [xuéshéng] étudiant, élève|星期日 [xīngqīrì] dimanche|日　　 [rì] jour…
用|yòng|0	<size 1.7><center>用</center></size>	<center><font size=6>yòng|utiliser</font></center>	779c31320c4e9ea04c33d79b6a3e6164.m4a				0		用	<font size=12>用</font> (yòng)|Mots associés :|不用 [búyòng] inutile…
电|diàn|0	<size 1.7><center>电</center></size>	<font size=5>diàn|électricité</font>|<font size=4><i>« &#68;&#233;&#115;&#111;&#108;&#233;, &#109;&#111;&#110; &#116;&#233;&#108;&#233;&#112;&#104;&#111;&#110;&#101; &#110;'&#97; &#112;&#108;&#117;&#115; &#100;&#101; &#98;&#97;&#116;&#116;&#101;&#114;&#105;&#101;. »</i></font>	d9a6b1b4a3b70e036864e727b25abf16.m4a		|<font size=9>&#23545;&#19981;&#36215;，&#25105;&#30340;<color yellow>&#30005;</color>&#35805;&#27809;<color yellow>&#30005;</color>&#20102;。</font>	433f260b8904ba24d846843b300bd838.m4a	1		电	<font size=12>电</font> (diàn)|Mots associés :|电话　　 [diànhuà] téléphone|电话号码 [diànhuàhàomǎ] numéro de …
电话|diànhuà|0	<size 1.7><center>电话</center></size>	<font size=5>diànhuà|téléphone</font>|<font size=4><i>« &#68;&#233;&#115;&#111;&#108;&#233;, &#109;&#111;&#110; &#116;&#233;&#108;&#233;&#112;&#104;&#111;&#110;&#101; &#110;'&#97; &#112;&#108;&#117;&#115; &#100;&#101; &#98;&#97;&#116;&#116;&#101;&#114;&#105;&#101;. »</i></font>	1e7a16ca5b002865d3b20499fb39c146.m4a		|<font size=9>&#23545;&#19981;&#36215;，&#25105;&#30340;<color yellow>&#30005;&#35805;</color>&#27809;&#30005;&#20102;。</font>	433f260b8904ba24d846843b300bd838.m4a	1		电话	<font size=12>电话</font> (diànhuà)||Mots associés :|电　　　 [diàn] électricité|电话号码 [diànhuàhàomǎ] numéro de …|话　　　 [huà] parole
电话号码|diànhuàhàomǎ|0	<size 1.7><center>电话号码</center></size>	<font size=5>diànhuàhàomǎ|numéro de téléphone</font>|<font size=4><i>« &#83;'&#105;&#108; &#118;&#111;&#117;&#115; &#112;&#108;&#97;&#238;&#116;, &#113;&#117;&#101;&#108; &#101;&#115;&#116; &#118;&#111;&#116;&#114;&#101; &#110;&#117;&#109;&#233;&#114;&#111; &#100;&#101; &#116;&#233;&#108;&#233;&#112;&#104;&#111;&#110;&#101; ? »</i></font>	1389913e7973c1088f38e5c4bf072e5d.m4a		|<font size=9>&#35831;&#38382;&#24744;&#30340;<color yellow>&#30005;&#35805;&#21495;&#30721;</color>&#26159;&#20160;&#20040;？</font>	6d3915545a915506f676d38c584d02e2.m4a	1		电话号码	<font size=12>电话号码</font> (diànhuàhàomǎ)||Mots associés :|电　 [diàn] électricité|电话 [diànhuà] téléphone|话　 [huà] parole|号码 [hàomǎ] numéro|号　 [hào] jour du mois…|号　 [hào] numéro|码　 [mǎ] code, codage
百|bǎi|0	<size 1.7><center>百</center></size>	<center><font size=6>bǎi|cent</font></center>	a45f3840e4543e0959442a3e8556e2e1.m4a				0		百	<font size=12>百</font> (bǎi)|Mots associés :|两百 [liǎngbǎi] deux cents|一百 [yìbǎi] cent
的|de|0	<size 1.7><center>的</center></size>	<font size=5>de|[particule reliant déterminant et déterminé]</font>|<font size=4><i>« &#73;&#108;&#115; &#115;&#111;&#110;&#116; &#99;&#104;&#101;&#122; &#117;&#110; &#97;&#109;&#105; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; (&#108;&#105;&#116;&#116;. &#100;&#97;&#110;&#115; &#108;&#97; &#109;&#97;&#105;&#115;&#111;&#110; &#100;'&#117;&#110; &#97;&#109;&#105; &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115;). »</i></font>	5f02f0889301fd7be1ac972c11bf3e7d.m4a		|<font size=9>&#20182;&#20204;&#22312;&#19968;&#20010;&#27861;&#22269;&#26379;&#21451;<color yellow>&#30340;</color>&#23478;&#37324;。</font>	e70ac0dec2366dc70408ec74e2da43ba.m4a	1		的	<font size=12>的</font> (de)|Mots associés :|他的　 [tāde] son…|她的　 [tāde] son…|它们的 [tāmende] leur (possesseur…|你的　 [nǐde] ton, tes|它的　 [tāde] son…|你们的 [nǐmende] votre…|他们的 [tāmende] leur (possesseur…|我的　 [wǒde] mon, mes|她们的 [tāmende] leur (possesseur…|我们的 [wǒmende] notre, nos
码|mǎ|0	<size 1.7><center>码</center></size>	<center><font size=6>mǎ|code, codage</font></center>	fd027368b966bab4263f367762d20cb8.m4a				0		码	<font size=12>码</font> (mǎ)|Mots associés :|号码　　 [hàomǎ] numéro|电话号码 [diànhuàhàomǎ] numéro de …
空|kōng|0	<size 1.7><center>空</center></size>	<center><font size=6>kōng|vide</font></center>	279566c402e5d1f4b39d3e975771e7c9.m4a				0		空	<font size=12>空</font> (kōng)|Mots associés :|有空 [yǒukòng] avoir du temps li…|天空 [tiānkōng] le ciel
精彩|jīngcǎi|0	<size 1.7><center>精彩</center></size>	<center><font size=6>jīngcǎi|génial (livre, film, spectacle, etc.)</font></center>	2a818e8bba0935b7b6eea45a69505271.m4a				0		精彩	<font size=12>精彩</font> (jīngcǎi)||
糟糕|zāogāo|0	<size 1.7><center>糟糕</center></size>	<center><font size=6>zāogāo|zut! (litt. gâteau pourri)</font></center>	bf3e0b929c8a2ac4dd46ba667372352b.m4a				0		糟糕	<font size=12>糟糕</font> (zāogāo)||
老师|lǎoshī|0	<size 1.7><center>老师</center></size>	<font size=5>lǎoshī|professeur</font>|<font size=4><i>« &#86;&#111;&#117;&#115; &#234;&#116;&#101;&#115; &#109;&#101;&#115; &#112;&#114;&#111;&#102;&#101;&#115;&#115;&#101;&#117;&#114;&#115; &#100;’&#97;&#108;&#108;&#101;&#109;&#97;&#110;&#100;. »</i></font>	0acecf54065233a26fadb60cee3113f6.m4a		|<font size=9>&#20320;&#20204;&#26159;&#25105;&#30340;&#24503;&#25991;<color yellow>&#32769;&#24072;</color>。</font>	56d6a8a2ab494c65a70329c875a719b7.m4a	1		老师	<font size=12>老师</font> (lǎoshī)||
见|jiàn|0	<size 1.7><center>见</center></size>	<center><font size=6>jiàn|voir</font></center>	d375f8503f7577f7a940fa3ecba0ce30.m4a				0		见	<font size=12>见</font> (jiàn)|Mots associés :|再见 [zàijiàn] au revoir
话|huà|0	<size 1.7><center>话</center></size>	<center><font size=6>huà|parole</font></center>	f5588fbafcd371ea69d0a1a559efac15.m4a				0		话	<font size=12>话</font> (huà)|Mots associés :|电话号码 [diànhuàhàomǎ] numéro de …|电话　　 [diànhuà] téléphone
